platform,backend,model,parameter_class,weight_quantization,test_type,length_tokens,metric,value,unit,direction,statistic,repetitions,status,source_file,notes
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,4096,attention_kv_cache,51.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4225_prefill_text_4096_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,4096,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4225_prefill_text_4096_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,4096,total_context_state,51.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4225_prefill_text_4096_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,8192,prefill_throughput,69.040,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8321_prefill_text_8192_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,8192,process_peak_rss,5779.950,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8321_prefill_text_8192_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,8192,attention_kv_cache,99.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8321_prefill_text_8192_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,8192,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8321_prefill_text_8192_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,8192,total_context_state,99.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8321_prefill_text_8192_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,16384,prefill_throughput,52.390,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16513_prefill_text_16384_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,16384,process_peak_rss,5485.040,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16513_prefill_text_16384_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,16384,attention_kv_cache,195.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16513_prefill_text_16384_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,16384,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16513_prefill_text_16384_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,16384,total_context_state,195.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16513_prefill_text_16384_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,32768,prefill_throughput,29.590,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m32897_prefill_text_32768_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,32768,process_peak_rss,6160.180,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m32897_prefill_text_32768_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,32768,attention_kv_cache,387.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m32897_prefill_text_32768_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,32768,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m32897_prefill_text_32768_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,prefill,32768,total_context_state,387.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m32897_prefill_text_32768_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,1024,long_generation_decode_throughput,37.750,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m1280_decode_text_1024_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,1024,process_peak_rss,5087.110,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m1280_decode_text_1024_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,1024,attention_kv_cache,15.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m1280_decode_text_1024_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,1024,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m1280_decode_text_1024_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,1024,total_context_state,15.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m1280_decode_text_1024_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,2048,long_generation_decode_throughput,36.330,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m2304_decode_text_2048_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,2048,process_peak_rss,5086.980,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m2304_decode_text_2048_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,2048,attention_kv_cache,27.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m2304_decode_text_2048_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,2048,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m2304_decode_text_2048_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,2048,total_context_state,27.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m2304_decode_text_2048_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,3072,long_generation_decode_throughput,33.130,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m3328_decode_text_3072_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,3072,process_peak_rss,5087.460,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m3328_decode_text_3072_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,3072,attention_kv_cache,39.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m3328_decode_text_3072_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,3072,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m3328_decode_text_3072_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,3072,total_context_state,39.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m3328_decode_text_3072_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,4096,long_generation_decode_throughput,28.960,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4352_decode_text_4096_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,4096,process_peak_rss,5087.340,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4352_decode_text_4096_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,4096,attention_kv_cache,51.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4352_decode_text_4096_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,4096,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4352_decode_text_4096_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,4096,total_context_state,51.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m4352_decode_text_4096_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,8192,long_generation_decode_throughput,24.470,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8448_decode_text_8192_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,8192,process_peak_rss,5087.270,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8448_decode_text_8192_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,8192,attention_kv_cache,99.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8448_decode_text_8192_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,8192,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8448_decode_text_8192_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,8192,total_context_state,99.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m8448_decode_text_8192_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,16384,long_generation_decode_throughput,18.710,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16640_decode_text_16384_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,16384,process_peak_rss,5108.090,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16640_decode_text_16384_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,16384,attention_kv_cache,195.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16640_decode_text_16384_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,16384,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16640_decode_text_16384_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,16384,total_context_state,195.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m16640_decode_text_16384_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,32768,long_generation_decode_throughput,13.670,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m33024_decode_text_32768_r1.log,128-token prompt followed by length_tokens generated tokens; not TG128 at a prefilled depth
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,32768,process_peak_rss,5308.570,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m33024_decode_text_32768_r1.mem.csv,long_generation_decode
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,32768,attention_kv_cache,387.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m33024_decode_text_32768_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,32768,recurrent_state,0.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m33024_decode_text_32768_r1.mem.csv,reported recurrent/state component
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,LFM2.5-8B-A1B（8.47B）,8.47B / 8B-A1B,Q4_0,long_generation_decode,32768,total_context_state,387.280,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/LFM2.5_m33024_decode_text_32768_r1.mem.csv,source field: KV incl state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,1024,prefill_throughput,30.900,tokens/s,higher_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1153_prefill_text_1024_r1.log,prompt evaluation; one generated token only closes the run
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,1024,process_peak_rss,5770.730,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1153_prefill_text_1024_r1.mem.csv,prefill
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,1024,attention_kv_cache,40.000,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1153_prefill_text_1024_r1.mem.csv,derived as KV incl state minus recurrent state
OnePlus PLK110 / Qualcomm SM8850 / Android 16,CPU,Qwen3.5-9B（9.20B）,9.20B,Q4_0,prefill,1024,recurrent_state,50.250,MiB,lower_is_better,single_run_observed,1,PASS,/home/qwe/下载/cpu-text-bench-logs/20260820-154052/Qwen3.5_m1153_prefill_text_1024_r1.mem.csv,reported recurrent/state component
